City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
300,christchurch,-43.5333,172.6333,7.19,88,75,2.57,NZ,1690295591
301,olutanga,7.3106,122.8464,28.17,77,100,5.4,PH,1690295836
302,beni,0.5,29.4667,20.46,84,99,1.18,CD,1690295836
303,trujillo,-8.116,-79.03,21.98,78,75,2.06,PE,1690295817
304,al khawr,25.7667,51.3167,37.6,31,100,3.56,QA,1690295837
305,matoury,4.8483,-52.3317,29.98,70,100,1.54,GF,1690295717
306,permet,40.2336,20.3517,37.81,17,0,3.98,AL,1690295837
307,hadibu,12.65,54.0333,25.73,72,6,10.26,YE,1690295837
308,lianshan,40.7643,120.8533,23.46,93,1,2.36,CN,1690295838
309,lexington,37.9887,-84.4777,25.94,81,0,1.54,US,1690295744
310,castillos,-34.1667,-53.8333,12.0,93,100,3.99,UY,1690295838
311,fisterra,42.9049,-9.2629,23.75,68,69,7.48,ES,1690295838
312,nantucket,41.2835,-70.0995,28.03,82,0,3.6,US,1690295839
313,bodaybo,57.8506,114.1933,18.65,80,10,1.47,RU,1690295839
314,aral,40.5156,81.2636,33.32,21,93,4.72,CN,1690295839
315,karratha,-20.7377,116.8463,19.3,71,11,3.66,AU,1690295840
316,nola,40.922,14.5329,35.22,60,46,5.96,IT,1690295840
317,rongelap,11.1635,166.8941,28.58,72,88,6.9,MH,1690295840
318,port alfred,-33.5906,26.891,17.88,68,5,1.79,ZA,1690295841
319,socorro,31.6546,-106.3033,31.38,22,0,0.0,US,1690295578
320,guayaramerin,-10.8368,-65.3614,30.03,45,0,1.03,BO,1690295841
321,jiayuguan,39.8167,98.3,29.76,17,93,6.15,CN,1690295841
322,weno,7.4515,151.8468,27.97,83,100,2.06,FM,1690295842
323,wamba,8.9333,8.6,28.39,70,87,2.07,NG,1690295842
324,ayr,55.4627,-4.6339,17.94,72,20,5.66,GB,1690295843
325,mermoz boabab,14.7065,-17.4758,32.31,84,75,0.0,SN,1690295843
326,dourbali,11.8091,15.8632,36.18,33,94,3.36,TD,1690295843
327,twon-brass,4.3151,6.2418,26.77,79,46,4.24,NG,1690295844
328,argo,37.6333,22.7333,32.1,32,0,2.33,GR,1690295844
329,ribas do rio pardo,-20.4431,-53.7592,29.89,25,0,4.15,BR,1690295844
330,nar'yan-mar,67.6713,53.087,19.87,63,100,3.51,RU,1690295595
331,boyolangu,-8.1181,111.8935,22.59,95,82,2.48,ID,1690295845
332,esmeraldas,-19.7625,-44.3139,25.17,30,0,3.28,BR,1690295845
333,chinde,26.8418,88.0763,20.25,86,94,1.2,NP,1690295845
334,cartagena,10.3997,-75.5144,29.79,74,0,1.03,CO,1690295700
335,dickinson,29.4608,-95.0513,32.83,78,40,2.06,US,1690295846
336,puerto armuelles,8.2833,-82.8667,27.83,70,100,1.34,PA,1690295847
337,nema,57.5067,50.5011,18.84,89,52,2.41,RU,1690295847
338,lobujya,27.95,86.8167,4.56,99,99,2.57,NP,1690295848
339,conceicao do araguaia,-8.2578,-49.2647,33.87,23,3,4.51,BR,1690295685
340,al jawf,29.5,38.75,38.7,10,0,4.19,SA,1690295848
341,cururupu,-1.8283,-44.8683,31.45,51,50,2.65,BR,1690295849
342,skvyra,49.7318,29.6657,27.23,44,71,3.82,UA,1690295849
343,tolanaro,-25.0319,46.9987,20.04,88,40,6.17,MG,1690295850
344,uturoa,-16.7333,-151.4333,26.54,84,19,6.41,PF,1690295850
345,tuzha,57.6062,47.936,19.98,74,69,2.26,RU,1690295850
346,meadow lake,34.8014,-106.5436,29.72,30,9,4.05,US,1690295851
347,tsetserleg,47.475,101.4542,9.67,87,21,2.06,MN,1690295851
348,tateyama,34.9833,139.8667,25.58,91,21,3.85,JP,1690295852
349,carnarvon,-24.8667,113.6333,18.3,72,100,9.68,AU,1690295689
350,kingscliff,-28.2667,153.5667,14.89,77,100,3.09,AU,1690295852
351,kitimat,54.0524,-128.6534,14.39,61,100,4.02,CA,1690295852
352,lusaka,-15.4067,28.2871,25.14,21,0,6.69,ZM,1690295853
353,sake,-1.5736,29.045,22.36,58,95,0.49,CD,1690295853
354,lorengau,-2.0226,147.2712,25.73,90,100,6.36,PG,1690295853
355,nioki,-2.7167,17.6833,35.16,31,96,0.69,CD,1690295853
356,mount isa,-20.7333,139.5,14.87,63,2,3.09,AU,1690295854
357,kayyerkan,69.3786,87.7439,20.72,59,0,6.53,RU,1690295597
358,shingu,33.7333,135.9833,24.8,92,5,1.81,JP,1690295854
359,mykhaylivka,47.2724,35.2224,30.92,31,39,7.05,UA,1690295854
360,yamba,-5.9,22.3,37.42,15,10,1.64,CD,1690295855
361,sete lagoas,-19.4658,-44.2467,24.49,31,0,3.3,BR,1690295855
362,al kharijah,25.4514,30.5464,41.0,9,9,6.38,EG,1690295855
363,minas de marcona,-15.2119,-75.1103,14.35,75,72,6.82,PE,1690295856
364,new norfolk,-42.7826,147.0587,11.51,85,100,2.54,AU,1690295856
365,mcalester,34.9334,-95.7697,30.01,61,20,1.54,US,1690295857
366,oudtshoorn,-33.5907,22.2014,14.2,38,0,0.27,ZA,1690295857
367,nueva gerona,21.8833,-82.8,31.1,63,6,7.76,CU,1690295857
368,okondja,-0.6549,13.6753,33.65,38,39,0.44,GA,1690295857
369,serenje,-13.2325,30.2352,22.6,33,4,3.79,ZM,1690295858
370,puerto ayacucho,5.6639,-67.6236,26.61,85,91,1.81,VE,1690295858
371,jumla,29.2747,82.1838,17.57,95,100,0.71,NP,1690295858
372,acapulco de juarez,16.8634,-99.8901,28.9,79,40,2.57,MX,1690295597
373,tofol,5.3248,163.0078,28.6,77,98,5.06,FM,1690295859
374,kabinda,-6.1333,24.4833,35.05,15,37,1.79,CD,1690295859
375,laihia,62.9761,22.0114,17.97,77,20,4.12,FI,1690295859
376,bandar,2.05,99.75,24.58,83,31,1.41,ID,1690295859
377,northam,51.0333,-4.2167,18.55,65,0,5.38,GB,1690295860
378,tan-tan,28.438,-11.1032,25.97,61,40,10.29,MA,1690295860
379,fortuna,40.5982,-124.1573,16.07,97,100,0.0,US,1690295706
380,runaway bay,18.4596,-77.3357,29.77,70,85,5.12,JM,1690295861
381,puerto leguizamo,-0.1934,-74.7819,29.43,57,85,0.59,CO,1690295861
382,nagqu,31.5,92.0,5.05,92,34,2.1,CN,1690295861
383,chunskiy,56.0815,99.6342,14.97,94,25,1.94,RU,1690295861
384,sungai penuh,-2.0833,101.3833,18.33,99,47,0.2,ID,1690295861
385,manali,13.1667,80.2667,27.05,93,100,6.34,IN,1690295862
386,kikwit,-5.041,18.8162,37.95,19,12,0.64,CD,1690295863
387,mount gambier,-37.8333,140.7667,6.42,96,32,2.35,AU,1690295863
388,mammoth lakes,37.6485,-118.9721,9.4,58,0,1.54,US,1690295624
389,timbuktu,16.7735,-3.0074,28.33,66,87,12.54,ML,1690295863
390,cidade velha,14.9167,-23.6167,31.26,58,75,7.72,CV,1690295863
391,lospalos,-8.5186,127.0025,18.37,84,67,3.28,TL,1690295864
392,las amilpas,16.3667,-94.6167,28.62,70,100,7.06,MX,1690295864
393,las palmas,28.4204,-14.0131,25.44,61,20,6.17,ES,1690295864
394,papao,-17.75,-149.55,26.82,86,5,8.55,PF,1690295865
395,beyla,8.6833,-8.6333,21.63,97,100,0.97,GN,1690295865
396,nelson bay,-32.7167,152.15,12.78,99,15,2.68,AU,1690295712
397,zhangzhou,24.5133,117.6556,30.96,78,84,1.74,CN,1690295725
398,kaka,37.3482,59.6143,37.68,10,0,1.43,TM,1690295866
399,namibe,-15.1961,12.1522,19.16,76,94,3.87,AO,1690295866
400,port hedland,-20.3167,118.5667,14.03,77,0,2.57,AU,1690295866
401,isiro,2.7739,27.616,25.95,70,73,1.11,CD,1690295867
402,bereznik,62.8551,42.7072,18.91,61,88,1.88,RU,1690295867
403,paragominas,-2.9667,-47.4833,33.13,37,52,2.61,BR,1690295867
404,porto novo,6.4965,2.6036,27.9,65,67,5.21,BJ,1690295766
405,broome,42.2506,-75.833,23.45,91,40,0.0,US,1690295867
406,port moresby,-9.4431,147.1797,23.68,78,20,2.57,PG,1690295868
407,paghman,34.5875,68.9533,22.45,46,84,1.07,AF,1690295868
408,vernon,50.2581,-119.2691,14.61,87,84,4.63,CA,1690295850
409,westerkappeln,52.3167,7.8833,21.74,47,99,6.25,DE,1690295869
410,babolsar,36.7025,52.6576,29.18,77,55,6.42,IR,1690295869
411,laojunmiao,39.8333,97.7333,25.04,23,100,5.77,CN,1690295869
412,martuk,50.7475,56.5056,19.15,86,100,2.53,KZ,1690295869
413,manaure,11.7751,-72.4445,31.35,57,14,8.77,CO,1690295869
414,holualoa,19.6228,-155.9522,22.91,83,0,2.06,US,1690295870
415,hassi messaoud,31.6804,6.0729,45.92,6,0,1.54,DZ,1690295871
416,kapit,2.0167,112.9333,24.79,85,96,0.47,MY,1690295871
417,akcakale,36.7111,38.9475,39.91,13,0,2.56,TR,1690295871
418,al mindak,20.1588,41.2834,31.78,22,68,4.34,SA,1690295872
419,ulanhot,46.0833,122.0833,21.86,77,23,2.31,CN,1690295872
420,marshall,34.3834,-86.3333,30.21,68,0,0.0,US,1690295620
421,waiuku,-37.25,174.75,11.78,84,8,8.32,NZ,1690295873
422,aras-asan,8.8908,126.3033,26.66,82,100,3.14,PH,1690295873
423,mejit,10.2753,170.8646,28.16,78,92,7.14,MH,1690295873
424,sambava,-14.2667,50.1667,23.07,81,99,5.08,MG,1690295874
425,xining,36.6167,101.7667,16.05,74,95,1.64,CN,1690295874
426,taltal,-25.4,-70.4833,18.0,64,14,1.99,CL,1690295874
427,coronel dorrego,-38.7187,-61.2873,8.62,61,100,9.08,AR,1690295875
428,polyarnyy,69.1989,33.4478,11.03,91,100,2.89,RU,1690295654
429,moyale,3.5167,39.0584,23.33,54,98,4.41,KE,1690295875
430,sarangani,5.4033,125.4636,27.78,78,93,3.75,PH,1690295875
431,kangding,30.0513,101.9603,16.18,100,100,2.1,CN,1690295875
432,dolinsk,47.35,142.8,17.44,98,70,0.37,RU,1690295876
433,arua,3.0201,30.9111,23.91,72,96,2.2,UG,1690295876
434,kill devil hills,36.0307,-75.676,30.0,78,40,2.06,US,1690295876
435,caleta de carquin,-11.0925,-77.6267,20.98,74,59,3.38,PE,1690295877
436,niafunke,15.9322,-3.9906,34.35,39,100,4.53,ML,1690295877
437,saldanha,-33.0117,17.9442,21.03,74,0,5.6,ZA,1690295651
438,ebaye,8.7748,167.7392,28.01,83,75,6.58,MH,1690295877
439,awjilah,29.1081,21.2869,42.59,12,0,8.24,LY,1690295877
440,neryungri,56.6709,124.6491,13.84,93,65,0.68,RU,1690295878
441,powell river,49.8496,-124.5361,16.85,82,75,3.09,CA,1690295878
442,shubarkuduk,49.1447,56.4872,21.17,79,100,1.06,KZ,1690295879
443,zajecar,43.9036,22.2641,40.21,16,67,8.21,RS,1690295879
444,gaigeturi,33.4644,126.3183,27.03,83,75,1.54,KR,1690295683
445,kolyvan',55.3053,82.7391,22.79,75,92,3.49,RU,1690295879
446,sao jose da coroa grande,-8.8978,-35.1478,26.31,65,50,4.08,BR,1690295880
447,dogondoutchi,13.6393,4.0287,35.28,41,94,3.27,NE,1690295880
448,bonthe,7.5264,-12.505,24.33,93,100,3.29,SL,1690295880
449,salinas,36.6777,-121.6555,21.42,89,0,0.0,US,1690295769
450,dudinka,69.4058,86.1778,20.9,52,0,7.34,RU,1690295647
451,saint-pierre,-21.3393,55.4781,23.82,73,75,2.57,RE,1690295881
452,hobyo,5.3505,48.5268,25.47,78,33,13.05,SO,1690295881
453,noumea,-22.2763,166.4572,20.56,99,98,6.19,NC,1690295827
454,summerside,46.3959,-63.7876,26.49,69,0,5.14,CA,1690295882
455,mogoytuy,51.2833,114.9167,16.82,75,86,1.46,RU,1690295882
456,fuglafjordur,62.244,-6.814,11.26,88,100,4.08,FO,1690295882
457,smithers,54.7804,-127.1743,12.18,94,100,1.03,CA,1690295883
458,thunder bay,48.4001,-89.3168,18.99,68,20,0.51,CA,1690295883
459,amga,60.8953,131.9608,16.7,89,46,0.55,RU,1690295886
460,naze,28.3667,129.4833,27.51,83,74,5.87,JP,1690295886
461,garden city,42.3256,-83.331,27.24,70,40,1.54,US,1690295842
462,saint-joseph,-21.3667,55.6167,23.21,81,21,0.33,RE,1690295887
463,seminole,28.7086,-81.2081,32.34,71,0,3.09,US,1690295887
464,andergrove,-21.0833,149.1833,19.25,77,95,10.7,AU,1690295887
465,marlboro,41.6057,-73.9715,29.56,69,0,0.45,US,1690295887
466,carbonear,47.7332,-53.2148,26.53,73,100,4.64,CA,1690295888
467,funafuti,-8.5243,179.1942,28.25,80,34,8.32,TV,1690295894
468,zheleznodorozhnyy,55.7503,38.0042,24.75,76,100,5.33,RU,1690295901
469,as sulayyil,20.4607,45.5779,43.14,6,100,0.95,SA,1690295902
470,flying fish cove,-10.4217,105.6791,23.82,94,75,3.6,CX,1690295903
471,mount pearl,47.5166,-52.7813,25.81,71,75,6.69,CA,1690295903
472,lompoc,34.6391,-120.4579,16.08,100,40,0.0,US,1690295903
473,nanchong,30.7951,106.0847,26.36,88,98,0.69,CN,1690295904
474,coronado,32.6859,-117.1831,31.11,95,100,1.54,US,1690295904
475,batyrevo,55.0675,47.6111,20.51,74,64,5.43,RU,1690295904
476,concepcion,-36.827,-73.0498,12.89,71,20,3.6,CL,1690295905
477,apolinario saravia,-24.4328,-63.9954,16.78,45,40,1.9,AR,1690295905
478,praia da vitoria,38.7333,-27.0667,24.31,78,40,4.31,PT,1690295905
479,hilo,19.7297,-155.09,22.85,94,100,1.54,US,1690295585
480,elk city,35.412,-99.4043,29.12,39,75,6.69,US,1690295906
481,hollola,61.05,25.4333,21.8,38,95,2.87,FI,1690295906
482,el granada,37.5027,-122.4694,19.16,90,100,5.14,US,1690295907
483,plastun,44.7561,136.2939,22.2,82,61,2.02,RU,1690295540
484,baiti,13.745,-14.7482,35.22,46,96,0.54,SN,1690295907
485,levuka,50.1834,-105.4011,23.9,57,75,3.6,CA,1690295907
486,dumai,1.6833,101.45,25.28,87,97,0.99,ID,1690295908
487,glace bay,46.1969,-59.957,29.53,57,40,3.09,CA,1690295881
488,greymouth,-42.4667,171.2,6.87,88,98,1.17,NZ,1690295908
489,muli,2.9167,73.5667,28.63,75,100,3.92,MV,1690295909
490,pyin oo lwin,22.0333,96.4667,20.7,87,44,0.35,MM,1690295909
491,jonesboro,35.8423,-90.7043,27.74,74,0,3.6,US,1690295909
492,dawei,14.0833,98.2,24.66,93,71,1.08,MM,1690295909
493,tazovsky,67.4667,78.7,18.18,62,66,4.5,RU,1690295685
494,nchelenge,-9.3451,28.734,26.23,43,70,2.63,ZM,1690295910
495,rio grande,-32.035,-52.0986,16.06,91,100,7.53,BR,1690295910
496,bargaal,11.2864,51.0773,31.46,49,26,11.04,SO,1690295911
497,okha,53.5739,142.9478,11.49,98,84,5.29,RU,1690295911
498,totkomlos,46.4167,20.7333,25.08,30,90,7.1,HU,1690295911
499,hovd,48.0056,91.6419,21.72,33,3,1.42,MN,1690295646
500,bedele,8.456,36.353,17.14,94,96,1.83,ET,1690295912
501,la pesa,7.4954,-72.3818,16.69,58,62,2.0,VE,1690295912
502,kismayo,-0.3582,42.5454,25.55,75,39,7.77,SO,1690295912
503,kapuskasing,49.4169,-82.4331,22.05,56,75,5.14,CA,1690295620
504,ghadamis,30.1337,9.5007,43.99,7,0,5.51,LY,1690295913
505,cidreira,-30.1811,-50.2056,17.61,93,90,3.24,BR,1690295913
506,buta,2.7858,24.73,24.78,91,100,0.94,CD,1690295913
507,ad dilam,23.9915,47.1627,45.23,6,100,2.89,SA,1690295914
508,es castell,39.8795,4.2854,27.38,54,20,5.14,ES,1690295914
509,deta,45.3889,21.2244,31.13,30,98,2.79,RO,1690295914
510,revda,56.801,59.9303,19.06,66,15,1.75,RU,1690295915
511,nuku'alofa,-21.1333,-175.2,20.19,83,40,1.54,TO,1690295915
512,drahichyn,52.1874,25.1597,25.23,51,100,3.34,BY,1690295915
513,port augusta,-32.5,137.7667,8.94,72,0,2.13,AU,1690295915
514,soe,-9.8607,124.284,14.92,91,57,2.2,ID,1690295916
515,fort mcmurray,56.7268,-111.381,18.77,94,100,14.4,CA,1690295916
516,guane,22.2025,-84.0875,32.91,53,2,5.62,CU,1690295916
517,leua,48.2156,18.6071,18.38,92,98,7.91,SK,1690295916
518,malacacheta,-17.8422,-42.0767,20.01,66,100,1.33,BR,1690295917
519,zelenogradsk,54.9589,20.4767,21.09,67,20,7.0,RU,1690295877
520,brisas de zicatela,15.8369,-97.0419,28.29,74,40,3.6,MX,1690295917
521,sinan,34.8262,126.1086,27.06,88,99,4.58,KR,1690295918
522,copala,16.65,-98.9833,29.75,64,55,0.46,MX,1690295918
523,abilene,32.4487,-99.7331,31.16,50,0,5.66,US,1690295898
524,karatau,43.1667,70.4667,32.97,12,0,4.95,KZ,1690295918
525,tazacorte,28.629,-17.9293,25.64,75,75,5.66,ES,1690295919
526,edeia,-17.3383,-49.9314,29.68,32,1,3.61,BR,1690295919
527,yakutsk,62.0339,129.7331,19.98,55,0,2.0,RU,1690295919
528,barwadih,23.8333,84.1167,28.49,64,99,2.54,IN,1690295920
529,tondano,1.3038,124.9112,24.05,95,88,2.22,ID,1690295920
530,murun-kuren,49.6342,100.1625,12.6,75,10,2.55,MN,1690295920
531,maumere,-8.6199,122.2111,23.95,78,53,2.65,ID,1690295921
532,yelizovo,53.1873,158.3805,16.08,82,75,1.0,RU,1690295921
533,muntok,-2.0667,105.1833,26.57,83,0,4.46,ID,1690295921
534,yreka,41.7354,-122.6345,17.49,59,0,3.09,US,1690295922
535,keetmanshoop,-26.5833,18.1333,27.51,11,0,6.69,NA,1690295922
536,yaren,-0.5472,166.916,28.18,79,17,4.37,NR,1690295922
537,bahia de kino,28.8333,-111.9333,31.62,72,10,4.03,MX,1690295922
538,suva,-18.1416,178.4415,22.71,78,75,1.03,FJ,1690295922
539,senillosa,-39.0,-68.4167,7.88,49,8,4.72,AR,1690295923
540,ma'rib,15.4591,45.3253,37.61,8,100,9.75,YE,1690295923
541,coruripe,-10.1256,-36.1756,26.5,64,22,4.42,BR,1690295908
542,alice springs,-23.7,133.8833,8.75,57,0,3.6,AU,1690295866
543,nishinoomote,30.7333,131.0,27.87,85,7,4.72,JP,1690295924
544,mapimi,25.8167,-103.85,24.91,47,95,2.33,MX,1690295925
545,kafue,-15.7691,28.1814,25.73,26,0,4.98,ZM,1690295925
546,northampton,40.8754,-75.2499,26.99,72,48,2.35,US,1690295882
547,qacha's nek,-30.1154,28.6894,11.06,15,100,0.36,LS,1690295925
548,tapes,-30.6733,-51.3958,15.99,97,100,1.44,BR,1690295925
549,zemio,5.0314,25.1361,22.01,96,100,3.45,CF,1690295926
550,bintulu,3.1667,113.0333,27.23,88,20,0.0,MY,1690295926
551,tsiombe,-25.3,45.4833,18.58,57,89,3.71,MG,1690295926
552,sovetskaya gavan',48.9723,140.2878,16.7,99,94,2.25,RU,1690295926
553,qionghai,19.2425,110.4642,25.8,85,38,1.87,CN,1690295927
554,quellon,-43.1167,-73.6167,9.14,93,100,1.54,CL,1690295927
555,birao,10.2849,22.7882,33.08,47,98,3.61,CF,1690295927
556,brokopondo,4.75,-55.1667,28.82,69,18,0.46,SR,1690295928
557,port-vila,-17.7338,168.3219,19.78,94,100,2.06,VU,1690295928
558,kendari,-3.945,122.4989,22.75,89,29,1.44,ID,1690295928
559,santa vitoria do palmar,-33.5189,-53.3681,12.66,93,100,4.69,BR,1690295929
560,vila franca do campo,37.7167,-25.4333,23.23,72,56,0.59,PT,1690295929
561,valledupar,10.4631,-73.2532,31.83,51,20,6.17,CO,1690295929
562,frankfort,-27.2667,28.4833,17.42,31,38,1.81,ZA,1690295929
563,posto fiscal rolim de moura,-13.0833,-62.2667,32.58,29,0,1.65,BR,1690295823
564,coracao de jesus,-16.6853,-44.365,26.78,26,0,3.17,BR,1690295930
565,holmsund,63.706,20.3641,14.97,87,100,3.58,SE,1690295930
566,saudarkrokur,65.7461,-19.6394,11.56,79,68,3.6,IS,1690295931
567,cabedelo,-6.9811,-34.8339,28.37,66,98,7.49,BR,1690295931
568,la'ie,21.6477,-157.9253,25.98,77,91,7.15,US,1690295931
569,el bauga,18.262,33.9081,42.08,13,10,6.04,SD,1690295932
570,skelleftea,64.7507,20.9528,18.89,79,75,3.09,SE,1690295932
571,marsala,37.7966,12.4352,37.74,79,20,3.6,IT,1690295932
572,sitangkai,4.6628,119.3928,28.74,78,100,6.08,PH,1690295933
573,santo antonio do sudoeste,-26.0736,-53.7253,24.42,47,8,2.93,BR,1690295933
574,khandyga,62.6667,135.6,15.96,98,51,1.98,RU,1690295933
575,plettenberg bay,-34.0527,23.3716,13.85,59,0,2.75,ZA,1690295933
576,richards bay,-28.783,32.0377,18.43,67,100,5.8,ZA,1690295934
577,naxos,37.1056,25.3764,33.1,50,0,4.47,GR,1690295906
578,vallenar,-28.5708,-70.7581,19.53,43,1,1.5,CL,1690295934
579,gazojak,41.1875,61.4036,40.85,11,1,3.76,TM,1690295935
580,sayansk,54.1088,102.1648,14.95,94,89,3.79,RU,1690295935
581,saint-francois,46.4154,3.9054,20.69,56,75,6.69,FR,1690295935
582,pangody,65.85,74.4859,23.53,59,100,4.04,RU,1690295935
583,tatui,-23.3556,-47.8569,24.78,38,10,2.15,BR,1690295936
584,usogorsk,63.4106,48.6872,16.68,79,100,3.24,RU,1690295936
585,arkhangel'sk,64.5401,40.5433,18.98,59,85,2.88,RU,1690295936
586,couzeix,45.8705,1.2383,19.26,52,0,5.66,FR,1690295936
587,undurkhaan,47.3194,110.6556,16.23,78,56,2.28,MN,1690295937
588,labytnangi,66.6572,66.4183,20.75,73,100,3.83,RU,1690295641
589,harstad,68.799,16.5293,20.13,86,81,1.79,NO,1690295937
590,ulsteinvik,62.3432,5.8487,16.61,88,100,6.26,NO,1690295937
591,buzuluk,52.7807,52.2635,24.44,54,100,0.71,RU,1690295938
592,san pedro pochutla,15.7333,-96.4667,28.17,71,51,0.3,MX,1690295938
593,bata,1.8639,9.7658,26.53,78,49,4.26,GQ,1690295939
594,pontianak,-0.0333,109.3333,25.99,83,20,1.03,ID,1690295939
595,igarka,67.4667,86.5833,20.44,67,6,3.89,RU,1690295663
596,gloucester,51.8657,-2.2431,20.76,53,75,0.89,GB,1690295913
597,puerto aysen,-45.4,-72.7,1.02,100,100,0.0,CL,1690295940
598,baykalovo,57.3981,63.7684,20.58,61,40,4.02,RU,1690295941
599,laguna,38.421,-121.4238,23.21,67,0,2.57,US,1690295942
